 2000 2001 2002 2003 2004 2005 2006 2007 2008 2009 2010 2011 2012 2013 2014 2015 2016
52 6.70269e+10 5.19505e+10 3.26804e+10 4.29174e+10 4.92048e+10 4.94617e+10 3.92962e+10 4.92524e+10 2.08835e+10 4.87475e+10 4.81468e+10 1.10488e+11 4.61428e+10 5.09199e+10 5.65641e+10 8.29409e+10 5.36363e+10
53 6.93441e+10 5.4141e+10 3.60262e+10 4.24183e+10 3.83008e+10 3.4826e+10 4.62412e+10 5.38564e+10 3.89402e+10 6.14592e+10 8.04449e+10 1.13485e+11 4.1649e+10 5.63715e+10 5.49886e+10 9.52541e+10 4.3e+10
54 9.22114e+10 4.79281e+10 6.60165e+10 4.91372e+10 1.87112e+10 2.35467e+10 3.03766e+10 3.65087e+10 5.06943e+10 7.68911e+10 9.91196e+10 1.26756e+11 4.1504e+10 6.37481e+10 4.35209e+10 9.50678e+10 5.0725e+10
55 8.54294e+10 2.86829e+10 7.37459e+10 5.26659e+10 1.19957e+10 3.31331e+10 3.38432e+10 4.51761e+10 4.16047e+10 8.54615e+10 1.08275e+11 9.72477e+10 2.30373e+10 6.55159e+10 5.18379e+10 7.90103e+10 5.13326e+10
56 7.93318e+10 3.01166e+10 4.79881e+10 5.62161e+10 1.70311e+10 4.81078e+10 3.51811e+10 5.51061e+10 3.67638e+10 6.27841e+10 1.17077e+11 8.80498e+10 1.51666e+10 7.47255e+10 7.16703e+10 8.83439e+10 4.44078e+10
57 7.81015e+10 2.54322e+10 5.13669e+10 3.74773e+10 2.07834e+10 4.47536e+10 3.11725e+10 3.77949e+10 5.1793e+10 6.03449e+10 9.07881e+10 6.74113e+10 2.79013e+10 5.58985e+10 3.53067e+10 6.52735e+10 4.00288e+10
58 6.41843e+10 3.18803e+10 4.69095e+10 2.62583e+10 2.32421e+10 3.97715e+10 4.28226e+10 3.52941e+10 3.99878e+10 4.62751e+10 7.80412e+10 6.14344e+10 2.30025e+10 7.01716e+10 6.64124e+10 3.47792e+10 5.57545e+10
59 4.71466e+10 3.32435e+10 4.40842e+10 2.89262e+10 2.62772e+10 4.04842e+10 3.74255e+10 4.56675e+10 4.48516e+10 5.14522e+10 5.96893e+10 5.81808e+10 4.34548e+10 7.27273e+10 2.46133e+10 4.77489e+10 4.25034e+10
60 3.65899e+10 3.16391e+10 4.50212e+10 3.3029e+10 2.69919e+10 3.86915e+10 6.04483e+10 6.74245e+10 6.08595e+10 6.0296e+10 3.82687e+10 5.71632e+10 3.16571e+10 5.47423e+10 3.41526e+10 6.07009e+10 5.55861e+10
61 3.19763e+10 3.05002e+10 5.63705e+10 3.96113e+10 2.90757e+10 4.17476e+10 7.4737e+10 3.85246e+10 5.23736e+10 8.0307e+10 3.73397e+10 5.9527e+10 2.68744e+10 6.74476e+10 4.88715e+10 6.07821e+10 6.02739e+10
62 2.28574e+10 2.96744e+10 3.59432e+10 3.59801e+10 2.1649e+10 4.74895e+10 6.01464e+10 3.01951e+10 6.64375e+10 4.88233e+10 4.75383e+10 3.99035e+10 4.3842e+10 5.69398e+10 5.77618e+10 7.13814e+10 3.36337e+10
63 2.55768e+10 2.94994e+10 3.96374e+10 4.26467e+10 2.21052e+10 4.25475e+10 5.88583e+10 3.84781e+10 3.9921e+10 5.94827e+10 4.36871e+10 5.05304e+10 5.55203e+10 4.90681e+10 6.01856e+10 6.13951e+10 3.73476e+10
64 3.79094e+10 2.9057e+10 5.33766e+10 2.50723e+10 2.04919e+10 5.10407e+10 9.02744e+10 2.1606e+10 3.74081e+10 6.66131e+10 3.65496e+10 4.30585e+10 5.15562e+10 4.28646e+10 6.55089e+10 2.1213e+10 3.42533e+10
65 4.25168e+10 3.30212e+10 3.75944e+10 2.38864e+10 3.39897e+10 3.10237e+10 8.16644e+10 1.18053e+10 5.49714e+10 4.79072e+10 3.67731e+10 3.49304e+10 4.87891e+10 3.90077e+10 6.93197e+10 4.49864e+10 4.0201e+10
66 3.28483e+10 3.12784e+10 3.01464e+10 3.26122e+10 3.3242e+10 3.12246e+10 8.62332e+10 2.05162e+10 4.23686e+10 4.94154e+10 3.89891e+10 5.43197e+10 6.72253e+10 4.72938e+10 7.38754e+10 8.70447e+10 6.7746e+10
67 4.1342e+10 3.03088e+10 2.76348e+10 3.05864e+10 3.7131e+10 2.68743e+10 6.35583e+10 4.11274e+10 3.98029e+10 3.43414e+10 6.56548e+10 5.34981e+10 6.99822e+10 5.14311e+10 5.62201e+10 9.51268e+10 5.85816e+10
68 4.63196e+10 2.81068e+10 3.38027e+10 1.67028e+10 5.87304e+10 2.67286e+10 4.91885e+10 3.26468e+10 4.49764e+10 2.62961e+10 6.48169e+10 4.80817e+10 6.0453e+10 3.31766e+10 5.93436e+10 6.239e+10 3.80299e+10
69 4.08339e+10 1.18816e+10 3.52009e+10 2.82274e+10 4.64562e+10 2.49412e+10 3.84467e+10 1.94042e+10 4.70513e+10 3.29524e+10 7.51159e+10 4.80837e+10 4.8218e+10 3.82714e+10 4.40421e+10 4.08643e+10 3.06694e+10
70 4.23669e+10 1.45978e+10 3.97308e+10 1.84164e+10 3.70435e+10 2.17802e+10 3.16528e+10 2.34375e+10 3.82364e+10 3.90825e+10 4.7764e+10 4.11559e+10 3.37949e+10 2.49209e+10 3.6539e+10 6.38291e+10 3.53762e+10
71 1.7479e+10 2.14103e+10 2.1246e+10 1.67742e+10 5.84425e+10 1.84366e+10 3.21995e+10 1.70765e+10 4.06759e+10 6.46382e+10 4.3921e+10 2.28008e+10 3.42044e+10 1.81323e+10 3.24544e+10 4.52944e+10 3.04258e+10
72 9.32426e+09 2.26644e+10 3.65333e+10 2.56157e+10 5.74139e+10 1.92616e+10 1.85238e+10 1.64771e+10 3.03039e+10 4.40947e+10 3.28026e+10 2.18339e+10 2.71906e+10 2.2596e+10 2.71169e+10 2.87894e+10 2.9145e+10
